sentence,sentiment,predicted_sentiment
Swansea 49 Neath 10,1,1
Treorchy 13 Ebbw Vale 17,1,0
Scottish division one,1,1
Boroughmuir 31 Watsonians 35,1,1
SOCCER - SCOTTISH PREMIER DIVISION SUMMARIES .,1,0
GLASGOW 1996-12-07,1,1
Summaries of Scottish premier division matches played on Saturday :,1,0
"Dunfermline 2 ( Millar 43 , 46 penalty ) Aberdeen 3 ( Miller 10 , Rowson 55 , Windass 78 ) .",1,1
Halftime 1-1 .,1,0
"Attendance : 5,465",1,0
Hearts 0 Raith 0 .,0,1
"10,719",1,0
"Kilmarnock 0 Dundee United 2 ( Olafsson 22 , 51 ) .",1,1
0-1 .,0,0
"5,812",1,0
"Motherwell 2 ( Davies 39 , Ross 89 ) Celtic 1 ( Hay 83 ) .",1,0
1-0 .,1,1
"11,589",1,1
"Rangers 4 ( Ferguson 34 , McCoist 71 74 , Laudrup 83 ) Hibernian 3 ( Wright 21 , Jackson 41 , McGinlay 86 ) .",1,1
1-2 .,1,1
"48,053 .",1,1
RUGBY UNION - RETIRING CAMPESE WEIGHS UP OPTIONS .,0,1
LONDON 1996-12-07,1,1
David Campese will consider offers to play club rugby in England but looks more likely to spend the next year chasing business opportunities in Australia .,0,1
"The 34-year-old winger played his final game in a Wallaby jersey on Saturday but is currently a target for clubs eager to match London side Saracens who have already snapped up Francois Pienaar , Michael Lynagh and Philippe Sella .",1,1
""" If the opportunity is there I d""    about it but the thing that holds me back is business , "" said Campese .",1,1
""" I d""                    things happening at home .",1,1
"I ve""                  Wales in the Super 12 next year . """,1,1
Former Wallaby captain Nick Farr-Jones believes Campese may yet be tempted to England .,1,1
""" I m""                  d""                  s""           ",1,1
SOCCER - ENGLISH PREMIER LEAGUE SUMMARIES .,1,0
LONDON 1996-12-07,1,1
Summaries of English premier,1,1
lealgue matches on Saturday :,1,1
"Arsenal 2 ( Adams 45 , Vieira 90 ) Derby 2 ( Sturridge 62 , Powell",1,1
71 ) .,1,1
Halftime 1-0 .,1,0
"Attendance : 38,018",1,1
"Chelsea 2 ( Zola 12 , Vialli 55 ) Everton 2 ( Branch 17 ,",1,1
Kanchelskis 28 ) .,1,0
1-2 .,1,1
"28,418",1,0
"Coventry 1 ( Whelan 60 ) Tottenham 2 ( Sheringham 27 , Sinton 75 ) .",1,1
0-1 .,0,1
"19,675",1,1
Leicester 1 ( Marshall 78 ) Blackburn 1 ( Sutton 34 ) .,1,1
0-1 .,0,1
"19,306",1,1
Liverpool 0 Sheffield Wednesday 1 ( Whittingham 22 ) .,1,1
0-1 .,0,0
"39,507",1,1
Middlesbrough 0 Leeds 0 .,1,0
"30,018",1,0
Southampton 0 Aston Villa 1 ( Townsend 34 ) .,1,1
0-1 .,0,0
"15,232",1,0
"Sunderland 1 ( Melville 83 ) Wimbledon 3 ( Ekoku 8 , 29 , Holdsworth",1,0
89 ) .,1,1
0-2 .,0,1
"19,672 .",1,0
SOCCER - SCOTTISH LEAGUE STANDINGS .,1,0
GLASGOW 1996-12-07,1,0
Scottish league standings after,1,0
"Saturday s""                drawn , lost , goals",0,0
"for , goals against , points ) :",1,1
Premier division,1,1
Rangers 14 11 2 1 35 12 35,1,1
Celtic 14 8 3 3 32 15 27,1,0
Aberdeen 15 7 4 4 28 19 25,1,1
Hearts 15 5 6 4 18 19 21,1,1
Hibernian 15 5 3 7 16 25 18,1,1
Dundee United 15 4 5 6 17 17 17,1,1
Motherwell 15 4 5 6 17 23 17,1,0
Dunfermline 14 4 5 5 19 27 17,1,0
Raith 15 3 3 9 14 27 12,0,1
Kilmarnock 14 3 2 9 17 29 11,1,1
Division One,1,0
St Johnstone 17 12 2 3 36 8 38,1,0
Falkirk 17 9 2 6 18 15 29,1,0
Airdrieonians 16 6 8 2 26 16 26,1,0
Dundee 16 7 5 4 12 8 26,1,1
Partick 16 6 6 4 23 16 24,1,0
St Mirren 16 7 2 7 22 21 23,1,1
Greenock Morton 16 6 4 6 17 16 22,1,1
Clydebank 16 4 2 10 11 25 14,1,0
Stirling 16 3 3 10 18 33 12,1,0
East Fife 14 1 4 9 10 35 7,1,0
Division Two,1,0
Ayr 16 11 2 3 30 18 35,1,0
Livingston 16 10 4 2 27 13 34,1,0
Hamilton 15 9 4 2 31 11 31,1,1
Clyde 15 6 4 5 21 20 22,1,1
Queen of South 16 6 4 6 24 27 22,1,0
Stenhousemuir 15 4 5 6 18 12 17,1,1
Stranraer 15 5 2 8 13 21 17,1,1
Dumbarton 16 4 4 8 18 29 16,1,0
Brechin 16 3 6 7 14 20 15,1,1
Berwick 16 1 3 12 16 41 6,1,1
Division Three,1,1
Montrose 17 9 3 5 30 25 30,1,1
Inverness Thistle 16 8 5 3 28 20 29,1,0
Ross County 17 8 3 6 27 23 27,1,1
Alloa 16 7 4 5 24 21 25,1,0
Cowdenbeath 15 7 3 5 22 16 24,1,0
Albion 16 6 6 4 21 17 24,1,1
Forfar 15 6 4 5 26 24 22,1,0
"Queen s""               ",1,0
Arbroath 16 2 6 8 12 23 12,1,1
East Stirling 16 2 5 9 14 25 11,1,1
SOCCER - ENGLISH LEAGUE STANDINGS .,1,0
LONDON 1996-12-07,1,1
Standings in English league soccer,1,1
"after Saturday s""              , drawn , lost ,",0,0
"goals for , goals against , points ) :",1,1
Premier league,1,1
Arsenal 17 10 5 2 34 16 35,1,0
Wimbledon 16 9 4 3 29 17 31,1,0
Liverpool 16 9 4 3 26 14 31,1,1
Aston Villa 17 9 3 5 22 15 30,1,1
Newcastle 15 9 2 4 26 17 29,1,1
Manchester United 15 7 5 3 29 22 26,1,1
Chelsea 16 6 7 3 25 23 25,1,1
Everton 16 6 6 4 25 20 24,1,1
Sheffield Wednesday 16 6 6 4 17 18 24,1,1
Tottenham 16 7 2 7 17 17 23,1,0
Derby 16 5 7 4 19 19 22,1,1
Leicester 17 6 3 8 17 22 21,1,1
Leeds 16 6 2 8 15 20 20,1,1
Sunderland 16 4 5 7 14 21 17,1,1
West Ham 16 4 5 7 13 20 17,1,1
Middlesbrough 17 3 6 8 20 28 15,1,0
Blackburn 16 2 7 7 16 21 13,1,1
Southampton 17 3 4 10 24 32 13,1,0
Coventry 16 1 7 8 10 23 10,1,0
Nottingham Forest 15 1 6 8 12 25 9,1,1
Division One,1,1
Bolton 21 11 8 2 43 28 41,1,1
Sheffield United 21 11 6 4 38 20 39,1,1
Barnsley 21 10 8 3 38 26 38,1,0
Crystal Palace 21 9 8 4 46 22 35,1,0
Wolverhampton 21 9 6 6 29 21 33,1,0
Tranmere 22 9 5 8 31 26 32,1,1
Norwich 20 9 5 6 27 21 32,1,0
Birmingham 22 8 8 6 23 21 32,1,0
Oxford 22 8 6 8 27 21 30,1,0
Stoke 20 8 6 6 27 30 30,1,0
Swindon 22 9 2 11 32 28 29,1,1
Charlton 21 9 2 10 23 29 29,1,1
Huddersfield 22 7 7 8 25 28 28,1,1
Queens Park Rangers 22 7 7 8 25 28 28,1,0
Port Vale 22 6 10 6 19 22 28,1,1
Ipswich 22 6 8 8 27 32 26,1,1
Manchester City 22 8 2 12 26 35 26,1,0
Portsmouth 22 7 5 10 25 29 26,1,0
Reading 22 7 5 10 25 33 26,1,1
West Bromwich 20 5 9 6 26 31 24,1,1
Southend 22 5 9 8 23 36 24,1,0
Grimsby 22 5 6 11 24 41 21,1,1
Bradford 22 5 6 11 21 37 21,1,0
Oldham 22 4 8 10 23 28 20,1,1
Division Two,1,0
Brentford 22 11 7 4 35 23 40,1,1
Millwall 22 11 7 4 32 22 40,1,0
Bury 21 11 6 4 33 20 39,1,0
Luton 21 11 4 6 34 25 37,1,0
Burnley 22 11 4 7 30 22 37,1,1
Chesterfield 21 11 4 6 22 16 37,1,1
Stockport 22 10 6 6 29 25 36,1,1
Watford 21 9 9 3 24 18 36,1,1
Wrexham 20 9 8 3 27 22 35,1,1
Crewe 21 11 1 9 29 21 34,1,1
Bristol City 21 9 6 6 36 23 33,1,1
Bristol Rovers 22 7 7 8 22 23 28,1,1
Shrewsbury 22 7 6 9 26 33 27,1,1
York 21 7 5 9 23 29 26,1,1
Blackpool 22 5 10 7 22 24 25,1,1
Walsall 21 7 4 10 21 25 25,1,0
Gillingham 22 7 4 11 21 27 25,1,1
Preston 22 7 4 11 21 27 25,1,1
Bournemouth 22 7 4 11 20 27 25,1,0
Plymouth 22 5 8 9 24 31 23,1,1
Peterborough 22 4 8 10 32 41 20,1,0
Notts County 21 5 5 11 15 23 20,1,1
Wycombe 22 4 5 13 17 33 17,1,1
Rotherham 21 3 6 12 18 33 15,1,0
Division Three,1,1
Fulham 22 15 3 4 36 16 48,1,0
Cambridge 22 13 3 6 33 27 42,1,0
Wigan 21 12 4 5 39 24 40,1,0
Carlisle 22 11 7 4 32 20 40,1,0
Cardiff 21 10 4 7 25 22 34,1,1
Swansea 22 9 5 8 25 25 32,1,1
Barnet 22 8 8 6 23 17 32,1,0
Colchester 22 7 10 5 32 26 31,1,1
Scunthorpe 22 9 4 9 28 30 31,1,0
Northampton 22 8 6 8 31 26 30,1,0
Scarborough 21 7 9 5 30 27 30,1,1
Lincoln 22 8 6 8 28 33 30,1,0
Chester 21 8 6 7 23 23 30,1,0
Hull 22 6 11 5 20 22 29,1,0
Torquay 22 8 4 10 22 24 28,1,0
Rochdale 21 6 8 7 27 26 26,1,1
Exeter 22 7 5 10 21 28 26,1,1
Doncaster 22 7 3 12 24 33 24,1,1
Mansfield 21 5 9 7 21 22 24,1,1
Leyton Orient 21 6 6 9 16 19 24,1,1
Hereford 22 6 5 11 23 31 23,1,0
Darlington 22 6 4 12 30 39 22,1,1
Hartlepool 21 6 4 11 23 28 22,1,0
Brighton 22 3 4 15 18 42 13,1,1
SOCCER - VIEIRA SAVES ARSENAL WITH LAST-MINUTE EQUALISER .,1,1
LONDON 1996-12-07,1,0
Frenchman Patrick Vieira blasted a last-minute goal to salvage a 2-2 draw for English premier league leaders Arsenal at home to Derby on Saturday .,1,0
"The London club had been rocked by a two-goal burst from forwards Dean Sturridge and Darryl Powell in the 62nd and 71st minutes which overturned Arsenal s""  lead from a diving header by captain Tony Adams on the stroke of halftime .",0,1
"Liverpool suffered an upset first home league defeat of the season , beaten 1-0 by a Guy Whittingham goal for Sheffield Wednesday .",0,1
Wimbledon leap-frogged over Liverpool into second place by winning 3-1 at Sunderland to extend their unbeaten league and cup run to 18 games .,1,1
"Two strikes by Efan Ekoku in the first half and a late goal from fellow forward Dean Holdsworth secured victory for Wimbledon , who trail pacemakers Arsenal by four points .",1,1
SOCCER - SCOTTISH LEAGUE AND CUP RESULTS .,1,1
GLASGOW 1996-12-07,1,1
Results of Scottish league and cup,1,1
matches played on Saturday :,1,1
Premier division,1,0
Dunfermline 2 Aberdeen 3,1,1
Hearts 0 Raith 0,0,1
Kilmarnock 0 Dundee United 2,1,0
Motherwell 2 Celtic 1,1,1
Rangers 4 Hibernian 3,1,1
Division one,1,0
Dundee 2 Falkirk 0,1,0
Greenock Morton 0 St Johnstone 2,1,0
"Postponed : Airdrieonians v Clydebank ( to Wednesday ) , East",0,0
"Fife v Partick , Stirling v St Mirren ( to Tuesday )",1,1
Division two,1,1
Livingston 2 Stenhousemuir 1,1,1
Stranraer 0 Brechin 1,1,1
Division three,1,1
Ross County 4 Montrose 4,1,0
"Postponed : Forfar v Alloa , Inverness Thistle v Queen s"" ",0,1
Scottish Cup first round,1,0
Alloa 3 Hawick 1,1,0
Elgin City 0 Whitehill 3,1,0
"Postponed : Albion v Forfar , Huntly v Clyde ( both now play on",0,1
December 14 ),1,1
SOCCER - ENGLISH LEAGUE AND CUP RESULTS .,1,1
LONDON 1996-12-07,1,0
Results of English league and cup,1,0
matches on Saturday :,1,0
Premier league,1,1
Arsenal 2 Derby 2,1,0
Chelsea 2 Everton 2,1,1
Coventry 1 Tottenham 2,1,0
Leicester 1 Blackburn 1,1,1
Liverpool 0 Sheffield Wednesday 1,1,0
Middlesbrough 0 Leeds 0,1,1
Southampton 0 Aston Villa 1,1,0
Sunderland 1 Wimbledon 3,1,0
Division one,1,0
Barnsley 3 Southend 0,1,1
Birmingham 0 Grimsby 0,1,1
Charlton 2 Swindon 0,1,0
Crystal Palace 2 Oxford 2,1,1
Huddersfield 2 Norwich 0,1,0
Ipswich 0 Wolverhampton 0,1,0
Manchester City 3 Bradford 2,1,0
Oldham 0 Queens Park Rangers 2,1,0
Reading 0 Port Vale 1,1,0
Sheffield United 1 Portsmouth 0,1,0
Stoke 2 Tranmere 0,1,0
Playing Sunday : West Bromwich v Bolton,1,1
F.A. Challenge Cup second round,1,0
Barnet 3 Wycombe 3,1,0
Blackpool 0 Hednesford 1,1,0
Bristol City 9 St Albans 2,1,0
Cambridge United 0 Woking 2,1,1
Carlisle 1 Darlington 0,1,1
Chester 1 Boston 0,1,0
Chesterfield 2 Scarborough 0,1,0
Enfield 1 Peterborough 1,1,0
Hull 1 Crewe 5,1,1
Leyton Orient 1 Stevenage 2,1,1
Luton 2 Boreham Wood 1,1,1
Mansfield 0 Stockport 3,1,1
Notts County 3 Rochdale 1,1,1
Preston 2 York 3,1,1
Sudbury Town 1 Brentford 3,1,0
Walsall 1 Burnley 1,1,0
Watford 5 Ashford Town 0,1,1
Wrexham 2 Scunthorpe 2,1,1
Cardiff 0 Gillingham 2,1,1
RUGBY UNION - CAMPESE SIGNS OFF WITH TRY IN WALLABY ROMP .,1,1
LONDON 1996-12-07,1,1
Australia bade farewell to David Campese in spectacular fashion by overwhelming the Barbarians 39-12 in the final match of their European tour at Twickenham on Saturday .,1,0
"The Wallabies ran in five tries with Campese , who has retired from test rugby after collecting 101 caps and a world record 64 tries , adding one last touchdown in a Wallaby jersey before departing the international game .",0,1
"The Barbarians included 14 internationals but , with only two pre-match practice sessions behind them , proved no real match for a Wallaby side determined to finish their 12-match tour unbeaten .",0,1
The touring team were 27-0 ahead by half-time before easing up in the second-half .,1,1
Full-back Matthew Burke finished with a personal haul of 24 points to take his tour aggregate to 136 .,1,1
RUGBY UNION - AUSTRALIA BEAT BARBARIANS 39-12 .,1,1
LONDON 1996-12-07,1,1
Australia beat the Barbarians 39-12 ( halftime 27-0 ) in the final match of their European tour on Saturday :,1,1
Scorers :,1,1
"Australia - Tries : Matthew Burke ( 2 ) , Joe Roff , David Campese , Tim Horan .",1,1
Penalties : Burke ( 2 ) .,0,1
Conversions : Burke ( 4 ) .,1,1
"Barbarians - Tries : Alan Bateman , Scott Quinnell .",1,1
Conversion : Rob Andrew .,1,1
GOLF - ZIMBABWE OPEN THIRD ROUND SCORES .,1,0
HARARE 1996-12-07,1,1
Leading third round scores in the,1,1
Zimbabwe Open on Saturday ( South African unless stated ) :,1,0
201 Mark McNulty ( Zimbabwe ) 72 61 68,1,1
205 Des Terblanche 65 67 73,1,0
206 Nick Price ( Zimbabwe ) 68 68 70,1,0
"207 Clinton Whitelaw 70 70 67 , Mark Cayeux ( Zimbabwe )",1,1
"69 69 69 , Justin Hobday 71 65 71",1,0
209 Steve van Vuuren 65 69 75,1,0
210 Brett Liddle 75 65 70,1,0
"211 Hugh Baiocchi 73 67 71 , Greg Reid 72 68 71 , Mark",1,1
Murless 71 67 73,1,0
"212 Trevor Dodds ( Namibia ) 72 69 71 , Schalk van der",1,0
"Merwe ( Namibia ) 67 73 72 , Hennie Swart 75 64 73 ,",1,0
Andrew Pitts ( U.S. ) 69 67 76,1,0
"213 Sean Farrell ( Zimbabwe ) 77 68 68 , Glen Cayeux",1,1
"( Zimbabwe ) 75 68 70 , Nic Henning 73 70 70 , Dion",1,1
Fourie 69 73 71,1,1
"214 Steven Waltman 72 70 72 , Bradford Vaughan 72 71",1,0
"71 , Andrew Park 72 67 75 , Desvonde Botes 72 68 74 .",1,0
SOCCER - REINSTATED ALBANIA NAMES SQUAD TO PLAY N.IRELAND .,0,0
TIRANA 1996-12-07,1,0
"Albanian coach Astrit Hafizi said on Saturday it was important that his players brush aside the country short ban by FIFA in order to concentrate on next sWorld""            Ireland .",0,0
"World soccer s""          Tuesday after the Balkan country s""    suspensions on various soccer officials .",0,1
FIFA had banned Albania indefinitely after its sports ministry had ordered the suspension of Albanian Football Association general secretary Eduard Dervishi and dissolved the executive committee .,0,0
""" We would be very happy with a draw in Belfast , "" said Hafizi . """,1,1
"Especially if one takes into consideration our difficult post-suspension situation and the fact Northern Ireland is very keen to win . """,1,0
"Regular defender Artur Lekbello , who is injured , was missing from Hafizi s""        for the Belfast match .",0,1
Squad :,1,0
"Goalkeepers - Blendi Nallbani , Armir Grima",1,0
"Defenders - Rudi Vata , Saimir Malko , Arjan Xhumba , Ilir Shulku , Afrim Tole , Nevil Dede , Arjan Bellai",1,0
"Midfielders - Bledar Kola , Altin Haxhi , Sokol Prenga , Ervin Fakaj",1,1
"Forwards - Altin Rraklli , Viktor Paco , Fatmir Vata , Erjon Bogdani .",1,1
CRICKET - JONES HITS CENTURY AS VICTORIA FIGHT BACK .,1,0
"HOBART , Australia 1996-12-07",1,0
"Former Australia test batsman Dean Jones hit an unbeaten 130 to lead Victoria s""      Sheffield Shield match against Tasmania on Saturday .",1,0
"Replying to the home side s""        eight declared , Victoria reached 220 for three at close of play on the second day of the four-day match at Hobart s""     ",1,1
"Jones became the fourth century-maker of the match , equalling the feats of Tasmanian trio David Boon , Shaun Young and Michael DiVenuto .",1,1
"Jones , who took over as captain for the match in the absence of Australia test leg-spinner Shane Warne , added 195 runs for the third wicket with left-hander Laurie Harper .",1,1
Harper was eventually dismissed for 77 after the pair joined forces with their side reeling on nine for two .,0,0
"Earlier , former Australia test batsman David Boon scored 118 and all-rounder Shaun Young hit 113 .",1,1
The pair hammered 36 boundaries between them .,1,1
Pace bowler Ian Harvey claimed three for 81 for Victoria .,1,0
CRICKET - SHEFFIELD SHIELD SCORE .,1,1
"HOBART , Australia 1996-12-07",1,1
Close of play score on the second day of the four-day Sheffield Shield cricket match between Tasmania and Victoria at Bellerive Oval on Saturday :,1,1
"Tasmania 481 for eight declared ( Michael DiVenuto 119 , David Boon 118 , Shaun Young 113 ) ; Victoria 220 for three ( Dean Jones 130 not out ) .",1,1
SOCCER - SOUTH KOREA MOVE CLOSE TO QUARTER-FINAL BERTH .,1,1
ABU DHABI 1996-12-07,1,1
South Korea made virtually certain of an Asian Cup quarter-final spot with a 4-2 win over Indonesia in a Group A match on Saturday .,1,1
"After going four up in the first 55 minutes South Korea allowed Indonesia , newcomers to Asian Cup finals , back into the match , conceding two goals from rare counter attacks .",1,0
"Kim Do Hoon opened the scoring for South Korea in only the fifth minute , turning unmarked on the penalty spot to fire a shot into the top corner .",1,0
It looked like turning into a rout as Hwang Sun Hong rapidly added two more in the seventh and 15th minutes but although the Koreans continued to dominate they failed to add to the score before the interval .,0,1
"But they started the second half where they had left off and it was not long before they went four up , Ko Jeong Woon heading in from a free kick in the 55th minute .",1,0
"The Koreans then appeared to relax , allowing the Indonesians to get back into the match .",1,1
Ronny Wabia scored for Indonesia three minutes later direct from a a corner kick that Korean goalkeeper Kim Byung reached with one hand but failed to keep out .,0,0
"With 65 minutes gone Indonesia s""        scored a spectacular goal against Kuwait on Wednesday , was again on target , breaking through the Korean defence to beat the keeper with a low shot .",1,0
Indonesian keeper Hendro Kartiko produced a string of fine saves to prevent the Koreans increasing their lead .,1,1
Teams :,1,1
Indonesia : 20 - Hendro Kartiko ; 2 - Agung Setyabudi ; 3 - Suwandi Siswoyo ; 4 - Yeyen Tumera ; 5 - Aples Tecuari ; 6 - Sudiriman ; 7 - Widodo Gahyo Purta ; 8 - Ronny Wabia ; 11 - Bima Sakti ; 12 - Chris Yarangga ( 15 - Francis Wewengken 36 ) ; 16 - Marzuki Badriawan .,1,1
South Korea : 1 - Kim Byung Ji ; 2 - Kim Pan Keun ; 5 - Huh Ki Tae ; 8 - Roh Sang Rae ( 7 - Sin Tae Yong 33 ) ; 9 - Kim Do Hoon ; 11 - Ko Jeong Woon ; 17 - Ha Seok Ju ; 18 - Hwang Sun Hong ; 22 - Lee Young Jin ; 23 - Yoo Sang Chul ; 24 - Kim Joo Sung .,1,1
SOCCER - ISRAELI FIRST DIVISION RESULTS / STANDINGS .,1,1
JERUSALEM 1996-12-07,1,1
Results of first division soccer,1,0
matches played over the weekend :,1,1
Zafririm Holon 1 Hapoel Petah Tikva 1,1,1
Maccabi Haifa 1 Hapoel Taibe 1,1,0
Hapoel Kfar Sava 1 Bnei Yehuda 0,1,1
Hapoel Tel Aviv 1 Betar Jerusalem 4,1,0
Hapoel Jerusalem 0 Maccabi Tel Aviv 4,1,0
Ironi Rishon Lezion 1 Maccabi Herzliya 0,1,1
"Hapoel Beit an""       ",1,1
Maccabi Petah Tikva 0 Hapoel Haifa 2,1,1
"Standings ( tabulate under played , won , drawn , lost , goals",0,1
"for , against , points ) :",1,0
Betar Jerusalem 12 10 2 0 28 7 32,1,1
Hapoel Petah Tikva 12 9 2 1 27 13 29,1,0
Hapoel Beersheba 12 8 0 4 18 9 24,1,0
Maccabi Tel Aviv 12 6 4 2 21 14 22,1,0
Maccabi Petah Tikva 12 6 2 4 14 12 20,1,1
Bnei Yehuda 12 6 2 4 15 15 20,1,1
Hapoel Haifa 12 6 1 5 21 16 19,1,0
Maccabi Haifa 12 4 4 4 14 15 16,1,1
Hapoel Kfar Sava 12 5 1 6 10 11 16,1,0
Hapoel Jerusalem 12 4 1 7 10 18 13,1,0
Ironi Rishon Lezion 12 4 1 7 13 24 13,1,1
Zafririm Holon 12 2 4 6 8 14 10,1,0
Maccabi Herzliya 12 3 1 8 5 12 10,1,1
Hapoel Taiba 12 3 1 8 10 21 10,1,1
"Hapoel Beit an""             ",1,0
